coreType;CPUmodel;numberCPUs;tdpCPU;usageCPUradio;usageCPU;GPUmodel;numberGPUs;tdpGPU;usageGPUradio;usageGPU;memory;runTime_hour;runTime_min;platformType;locationContinent;locationCountry;locationRegion;provider;serverContinent;server;location;carbonIntensity;PUE;PUEradio;mult_factor;mult_factor_radio;appVersion;energy_needed;carbonEmissions;runTime;power_needed;CE_CPU;CE_GPU;CE_core;CE_memory
CPU;other;12;1.5;Yes;0.1984;None;0;0;No;1;3.681;2;36;personalComputer;Europe;United Kingdom;GB;None;None;None;GB;231.12;1;No;1;No;v3.0;0.012850168499999998;2.9699309437199997;2.6;4.942372499999999;2.1459769343999997;0;2.1459769343999997;0.8239540093200001
