coreType;CPUmodel;numberCPUs;tdpCPU;usageCPUradio;usageCPU;GPUmodel;numberGPUs;tdpGPU;usageGPUradio;usageGPU;memory;runTime_hour;runTime_min;platformType;locationContinent;locationCountry;locationRegion;provider;serverContinent;server;location;carbonIntensity;PUE;PUEradio;mult_factor;mult_factor_radio;appVersion;energy_needed;carbonEmissions;runTime;power_needed;CE_CPU;CE_GPU;CE_core;CE_memory
CPU;other;12;1.5;Yes;0.18;None;0;0;No;1;3.681;0;15;personalComputer;Europe;United Kingdom;GB;None;None;None;GB;231.12;1;No;1;No;v3.0;0.0011527931249999998;0.26643354704999994;0.25;4.6111724999999995;0.1872072;0;0.1872072;0.07922634704999999
