coreType;CPUmodel;numberCPUs;tdpCPU;usageCPUradio;usageCPU;GPUmodel;numberGPUs;tdpGPU;usageGPUradio;usageGPU;memory;runTime_hour;runTime_min;platformType;locationContinent;locationCountry;locationRegion;provider;serverContinent;server;location;carbonIntensity;PUE;PUEradio;mult_factor;mult_factor_radio;appVersion;energy_needed;carbonEmissions;runTime;power_needed;CE_CPU;CE_GPU;CE_core;CE_memory
CPU;other;12;1.5;No;1;None;0;0;No;1;3.681;0;15;personalComputer;Europe;United Kingdom;GB;None;None;None;GB;231.12;1;No;1;No;v3.0;0.004842793125;1.11926634705;0.25;19.3711725;1.0400399999999999;0;1.0400399999999999;0.07922634704999999
