filename,number_of_epochs,mean_emissions,emissions_per_epoch,emissions_per_epoch_err,emissions_err,mean_duration,duration_err,duration_per_epoch,duration_per_epoch_err,mean_cpu_power,cpu_power_err,mean_ram_power,ram_power_err,mean_cpu_energy,cpu_energy_err,mean_ram_energy,ram_energy_err,cpu_energy_per_epoch,cpu_energy_per_epoch_err,ram_energy_per_epoch,ram_energy_per_epoch_err,cpu_energy_over_power,ram_energy_over_power,cpu_energy_over_power_err,ram_energy_over_power_err
codecarbon_logs/emissions_100_epochs.csv,100,0.0011711500459920502,1.1711500459920501e-05,2.2201625843350027e-07,2.2201625843350027e-05,889.549566648504,15.822266364502864,8.89549566648504,0.15822266364502865,8.766486461280003,0.15573130991999928,10.0,0.0,0.0025421390875147,5.09040201405e-05,0.002387171806475,4.254149224999998e-05,2.5421390875147e-05,5.09040201405e-07,2.387171806475e-05,4.2541492249999985e-07,1043.941692658095,859.381850331,27.94446491956919,15.314937209999993
codecarbon_logs/emissions_1000_epochs.csv,1000,0.0123633168688204,1.2363316868820401e-05,,,9369.947025035,,9.369947025035,,9.52367497824,,10.0,,0.0268820186407496,,0.0251545523655697,,2.68820186407496e-05,,2.51545523655697e-05,,10161.546601266193,9055.638851605092,,
